chip_id,country,num_raw_fields,num_invalid_fields,num_dropped_small_fields,dropped_small_field_fraction,min_field_area_px,num_fields,mean_area_sqm,median_area_sqm,mean_area_px,area_cv,coverage,fields_per_covered_area,mean_aspect_ratio,largest_field_fraction,mean_compactness,mean_rectangularity,std_rectangularity,mean_perimeter_m,log_num_fields,log_mean_area_sqm,log_median_area_sqm,log_fields_per_covered_area,cluster
g2_0000005632-0000003072,kenya,2,0,1,0.499999750000125,50,1,10233.003714346383,10233.003714346383,284.0,0.0,0.0043335622186599,9.772301738738794e-05,2.095761942748227,0.999999999902277,0.6435590283541682,0.4382716042619265,0.0,447.00492100536667,0.6931471805599453,9.233471152306771,9.233471152306771,4.5923181247972265,1
g2_0000006656-0000001536,kenya,1,0,0,0.0,50,1,4575.656485355937,4575.656485355937,127.0,0.0,0.0019378957808796,0.0002185478746015,2.06023393623107,0.999999999781452,0.6276211028367945,0.4394463652614312,0.0,302.6794035418328,0.6931471805599453,8.428723985478745,8.428723985478745,5.391570316257156,1
g2_0000007168-0000001536,kenya,2,0,0,0.0,50,2,4107.269569471105,4107.269569471105,114.0,0.2017543859157909,0.0034790569924453,0.000243470749354,1.2989093374177116,0.6008771929093081,0.707876691113535,0.678571424532313,0.1369047610898526,268.1727771647214,1.0986122886681098,8.320757189506782,8.320757189506782,5.499095667214177,1
g2_0000010240-0000005120,kenya,1,0,0,0.0,50,1,6341.484803739533,6341.484803739533,176.0,0.0,0.0026855878538174,0.0001576917757892,1.8902815258701335,0.999999999842308,0.6804356097660406,0.5146198815361992,0.0,342.2211868640153,0.6931471805599453,8.75502589552883,8.75502589552883,5.066963803815247,1
g3_0000001536-0000001024,kenya,1,0,0,0.0,50,1,2807.2604933906086,2807.2604933906086,78.0,0.0,0.0011902037079418,0.0003562191688296,1.8278756036719583,0.9999999996437808,0.7132376740511737,0.857142847723705,0.0,222.39711616089468,0.6931471805599453,7.940320529144488,7.940320529144488,5.878349511699094,1
g3_0000001536-0000008704,kenya,3,0,2,0.6666664444445185,50,1,7791.371178961563,7791.371178961563,215.0,0.0,0.0032808398950117,0.0001283471133517,3.3722775815502355,0.9999999998716528,0.4181197757343947,0.6739811891097769,0.0,483.9065770356101,0.6931471805599453,8.960900480091508,8.960900480091508,4.862499591813248,1
g3_0000001536-0000009728,kenya,2,0,0,0.0,50,2,12168.948447291055,12168.948447291055,338.0,0.4822485206704296,0.0103150988021624,8.21763691653672e-05,2.904244407765771,0.7411242603245781,0.4555173530262161,0.5158163257169166,0.1658163264169165,557.3669587925697,1.0986122886681098,9.406724949924207,9.406724949924207,4.420963283029858,1
g3_0000004608-0000000512,kenya,1,0,0,0.0,50,1,5686.48695696874,5686.48695696874,158.0,0.0,0.002410925459677,0.0001758554987273,8.50564068630617,0.9999999998241444,0.271245450302374,0.5197368403956025,0.0,513.269815028167,0.6931471805599453,8.646023769976354,8.646023769976354,5.175333007773722,1
g3_0000005120-0000002560,kenya,1,0,0,0.0,50,1,4229.976699648198,4229.976699648198,116.0,0.0,0.001770046540016,0.0002364079215487,6.289275342264538,0.999999999763592,0.3259901348231357,0.3580246902530102,0.0,403.80499871666257,0.6931471805599453,8.350188143649408,8.350188143649408,5.469779849557792,1
g3_0000005632-0000000512,kenya,4,0,0,0.0,50,4,8691.730851580804,9231.5899106852,241.5,0.5952984035736152,0.0147402151522024,0.0001150518828812,3.190036198099355,0.4130434782489892,0.5572618622826345,0.4960985177494516,0.101603598270599,436.1964195596837,1.6094379124341003,9.070242421088277,9.13049488517756,4.754037357329886,1
g3_0000006656-0000006144,kenya,1,0,0,0.0,50,1,4823.804453278511,4823.804453278511,134.0,0.0,0.0020447089341564,0.000207305252416,4.816821008652122,0.9999999997926948,0.3925233991106992,0.293859648478378,0.0,392.9768829576546,0.6931471805599453,8.481525485133886,8.481525485133886,5.3390045635803185,1
g3_0000013824-0000005632,kenya,1,0,0,0.0,50,1,3406.2234156495097,3406.2234156495097,94.0,0.0,0.00143441372154,0.0002935802728359,2.7635111928203706,0.9999999997064196,0.471709706509948,0.4747474723497602,0.0,301.23407067280584,0.6931471805599453,8.133652990987803,8.133652990987803,5.685551539247063,1
g4_0000006656-0000003072,kenya,1,0,0,0.0,50,1,1977.325839377662,1977.325839377662,55.0,0.0,0.0008392462043179,0.0005057335415234,2.794441471752221,0.9999999994942664,0.5929132928837638,0.6043955977538945,0.0,204.7144313133901,0.6931471805599453,7.590006230353823,7.590006230353823,6.227985306311134,1
g6_0000008192-0000000000,kenya,1,0,0,0.0,50,1,2986.783294121481,2986.783294121481,83.0,0.0,0.0012664988174252,0.0003348083544036,4.237384885268927,0.9999999996651916,0.4239942652432713,0.3120300740149245,0.0,297.52728380200267,0.6931471805599453,8.002287018228197,8.002287018228197,5.816540623439381,1
g7_0000006144-0000001536,kenya,1,0,0,0.0,50,1,2661.590659524451,2661.590659524451,74.0,0.0,0.001129167620355,0.0003757151747004,2.042678059517516,0.9999999996242848,0.6232327226367601,0.5481481440877916,0.0,231.65967355168772,0.6931471805599453,7.88705485996359,7.88705485996359,5.931489397136979,1
g7_0000007168-0000001024,kenya,2,0,0,0.0,50,2,4298.149683061298,4298.149683061298,119.5,0.1799163179497727,0.0036469062333088,0.000232658253812,3.770456881002987,0.5899581589271865,0.5166210556289219,0.5208474295179868,0.1073576946601854,345.6097366538683,1.0986122886681098,8.366172534001636,8.366172534001636,5.4538595940607015,1
g7_0000007680-0000001024,kenya,1,0,0,0.0,50,1,2985.3178219762963,2985.3178219762963,83.0,0.0,0.0012664988174252,0.0003349727095398,5.466382739554777,0.9999999996650272,0.367764568625771,0.2593749991894531,0.0,319.38555918182124,0.6931471805599453,8.001796409801557,8.001796409801557,5.817029935056813,1
g8_0000004608-0000001536,kenya,1,0,0,0.0,50,1,1848.333252057032,1848.333252057032,51.0,0.0,0.0007781982421871,0.0005410279766086,1.1706479922310635,0.999999999458972,0.7053943891873713,0.6374999920312501,0.0,181.45923259801887,0.6931471805599453,7.522580448817639,7.522580448817639,6.295317617466557,1
g8_0000005120-0000001024,kenya,1,0,0,0.0,50,1,2376.5285664828507,2376.5285664828507,66.0,0.0,0.0010070954451815,0.0004207818133064,1.2813641184570523,0.9999999995792184,0.7859239688665374,0.8249999896875001,0.0,194.93336712936983,0.6931471805599453,7.773816809692409,7.773816809692409,6.044488150250251,1
g8_0000007168-0000002560,kenya,1,0,0,0.0,50,1,2124.3194723016645,2124.3194723016645,59.0,0.0,0.0009002822919047,0.0004707389884468,6.730058568941894,0.9999999995292612,0.3148448290434533,0.2587719286895968,0.0,291.183367682823,0.6931471805599453,7.661677409965272,7.661677409965272,6.1564258420510605,1
g8_0000007168-0000003584,kenya,1,0,0,0.0,50,1,11413.23425176507,11413.23425176507,317.0,0.0,0.0048371099412507,8.761758304905826e-05,2.247184172355279,0.9999999999123824,0.5976780138654186,0.434842249060573,0.0,489.8641500396759,0.6931471805599453,9.342616474082575,9.342616474082575,4.4843302921999,1
g8_0000007680-0000002560,kenya,1,0,0,0.0,50,1,4428.656927461466,4428.656927461466,123.0,0.0,0.0018768596932928,0.0002258020921813,3.874647977171053,0.9999999997741978,0.4475176887386544,0.3727272715977962,0.0,352.64347148982245,0.6931471805599453,8.39607741702936,8.39607741702936,5.424077796596323,1
g8_0000008192-0000002560,kenya,1,0,0,0.0,50,1,4566.213058809164,4566.213058809164,126.0,0.0,0.0019226074218741,0.0002189998554385,2.987127014367448,0.999999999781,0.5747848988568649,0.7874999950781251,0.0,315.95871807573786,0.6931471805599453,8.426658463905282,8.426658463905282,5.393626889254418,1
g8_0000008192-0000003072,kenya,4,0,0,0.0,50,4,4846.968723024414,5363.374736505521,133.75,0.3524492245469681,0.008163452148434,0.0002063145147188,2.2927009418193625,0.3383177569918958,0.639088144948757,0.7807553744261748,0.0319939481137184,304.9041477696007,1.6094379124341003,8.486315076206973,8.587535103353158,5.334237034929811,1
g9_0000001536-0000001024,kenya,3,0,0,0.0,50,3,2565.87221711263,2410.0014749515826,71.33333333333333,0.2610974773692515,0.0032654306858916,0.000389731021366,4.900850802490581,0.448598130782844,0.4271487998707099,0.3824713272566264,0.0938891642448533,293.0988432820106,1.3862943611198906,7.8504434005564026,7.787797489940247,5.968019398361321,1
g9_0000010752-0000011264,kenya,1,0,0,0.0,50,1,2950.6240042069408,2950.6240042069408,82.0,0.0,0.0012512397955285,0.0003389113618798,3.3144267969891192,0.9999999996610888,0.4704903908918114,0.5124999967968751,0.0,280.728489321697,0.6931471805599453,7.990110807759538,7.990110807759538,5.8286848832684335,1
g13-5_00004_15,sweden,16,1,1,0.0624999960937502,50,14,57120.52035703824,45915.54871666783,2513.5714285714284,0.94874441088163,0.6293256075964788,1.750684331564448e-05,2.237554691055585,0.254617789144325,0.4267874601515347,0.5563332134770527,0.0844734895902799,1192.836323691521,2.70805020110221,10.95293621355417,10.734580869559748,2.918140572638585,0
g13-5_00005_10,sweden,5,0,2,0.399999920000016,50,3,15329.82125831861,14007.633618986052,676.3333333333334,0.2589925855999614,0.0361752959634575,6.523233266243163e-05,2.1644648471599655,0.4504682109315553,0.5010014736265733,0.5884703294425359,0.125855781339146,628.4488182828563,1.3862943611198906,9.637620542402141,9.547429105594496,4.193168752508268,1
g13-5_00005_3,sweden,18,0,1,0.0555555524691359,50,17,21829.50334502251,18200.36341311319,963.1176470588236,0.6874030564236215,0.2919162744256725,4.580956259938557e-05,2.0171891140977767,0.1369938313072715,0.4911163390416878,0.605155386419915,0.0916989648435857,728.481414934294,2.8903717578961645,9.991063506768894,9.809251783067479,3.8460875110979647,0
g13-5_00005_8,sweden,2,0,0,0.0,50,2,4488.35851439219,4488.35851439219,197.5,0.7113924049047938,0.0070015598411743,0.0002227986014668,2.51121099664811,0.8556962024363216,0.4100519212754515,0.522208329940441,0.0715416638746632,357.7358643315955,1.0986122886681098,8.409465100683594,8.409465100683594,5.4107465468270215,1
g13-5_00007_10,sweden,16,0,2,0.1249999921875004,50,14,73639.65807988746,35681.84128997677,3240.1428571428573,1.103016534634192,0.8160100737536264,1.3579639369240242e-05,2.305550242072394,0.3211939508836883,0.4532408413050945,0.536447088311735,0.1384314062452696,1310.1736170104534,2.70805020110221,11.206952571753138,10.482425216090055,2.6796259916545955,2
g13-5_00007_13,sweden,3,0,0,0.0,50,3,245510.02702627657,196024.6844602989,10802.333333333334,0.4431916400618491,0.5829645619711162,4.0731533946335065e-06,2.3030992215829547,0.5382479094015589,0.2742199174234632,0.5567696522512318,0.1858098043013562,3335.518878489341,1.3862943611198906,12.41109714181197,12.186000972792039,1.6239625955871986,2
g13-5_00007_8,sweden,8,0,0,0.0,50,8,45763.95513740261,40170.23562250127,2013.625,0.7358292490256716,0.2897823349521002,2.1851258200801232e-05,3.340670878260049,0.2866099695814382,0.4069951864954824,0.5930954173485801,0.1545603976603315,1132.2785830083349,2.1972245773362196,10.73127390553658,10.600906486713495,3.1290061793166704,0
g13-5_00008_12,sweden,19,0,1,0.0526315761772854,50,18,53883.90974185184,26047.320088930235,2370.722222222222,1.0950530109295964,0.7631489529117517,1.855841576436806e-05,2.1366733651417245,0.2066412016964101,0.4821174624475608,0.5472949057683192,0.1617496138907894,1098.7615112535568,2.9444389791664403,10.894605750015181,10.16770855715314,2.9734056676847946,0
g13-5_00008_18,sweden,10,0,0,0.0,50,10,35289.69085614714,11773.8373460545,1552.6,1.4140101952406023,0.2752056154280327,2.8336887508408857e-05,4.932064203243327,0.4204560092735734,0.3855817643536842,0.4923776579752467,0.188313452766627,889.2387924440143,2.3978952727983707,10.47137449301913,9.373720105290655,3.3788456835295966,0
g13-5_00009_2,sweden,18,0,3,0.1666666574074079,50,15,55866.52778262086,53869.34638906835,2457.866666666667,0.7401654699855955,0.6535025524668755,1.7899805835255254e-05,2.7496704863807553,0.171937723771087,0.4322794799821487,0.5444181968019953,0.1975855977088038,1272.760097541282,2.772588722239781,10.930738592013283,10.894335445746135,2.9391516487459084,0
g13-5_00010_4,sweden,21,0,0,0.0,50,21,29886.795406777357,19549.27653192318,1314.7619047619048,1.0079154832897823,0.4865712674464013,3.3459592652467486e-05,2.2755968530451036,0.1829771821800778,0.4348853990864114,0.5216014335678398,0.1124401537489867,865.1838437780203,3.091042453358316,10.305205495675153,9.88074471016888,3.5397874101496924,0
g13-5_00011_16,sweden,5,1,0,0.0,50,4,203252.2960738057,121127.34345077854,8941.25,1.012321176863339,0.6396087057598202,4.9199936203212504e-06,1.8962390463621408,0.6659024185648178,0.5106600476339289,0.5642249387896628,0.0530197198019688,1977.925855149084,1.6094379124341003,12.222208244123857,11.704605952120904,1.7783353712468961,2
g13-5_00011_8,sweden,7,0,0,0.0,50,7,48775.69406483984,18726.498212676222,2151.4285714285716,1.3688229162821135,0.2709120345383711,2.0502014767185556e-05,3.059282385533087,0.5908366533847238,0.4332965912455869,0.5099511441704287,0.1130328956009803,1146.444237631159,2.0794415416798357,10.795007897124755,9.837748215383572,3.0681466408447537,0
g13-5_00012_0,sweden,21,0,3,0.142857136054422,50,18,56382.210771874554,41168.043604918064,2480.277777777778,0.9996642331727704,0.7984155086997671,1.773609062697219e-05,2.6320008462837645,0.2310001119943966,0.4634068651564562,0.4925132141495448,0.1296320202646151,1158.7536526649878,2.9444389791664403,10.93992671182052,10.625441884105927,2.9304516438938437,0
g13-5_00013_14,sweden,2,0,1,0.499999750000125,50,1,28457.331543775093,28457.331543775093,1255.0,0.0,0.0221778468933169,3.514032924789833e-05,3.620859355152042,0.9999999999648596,0.3267891613612607,0.4841820985786335,0.0,1046.087943973126,0.6931471805599453,10.256196245321528,10.256196245321528,3.5874093954684145,1
g13-5_00014_11,sweden,4,0,0,0.0,50,4,38705.42616253115,37659.64078603985,1702.5,0.6085589114422912,0.1225040474904589,2.5836170768262783e-05,1.5523110616536022,0.440234948602149,0.467892309145125,0.630756443061693,0.0728116429546209,1010.8472721674232,1.6094379124341003,10.563760915944378,10.536370817096657,3.289750633082645,1
g13-5_00014_18,sweden,12,0,2,0.1666666527777789,50,10,38999.536498656365,16119.080900983658,1715.4,1.3507394710436904,0.3085806799781692,2.56413303791928e-05,2.0023853353832157,0.4822198904033338,0.5110618561568758,0.5853129272994299,0.1265160134683397,948.4214177542392,2.3978952727983707,10.57133068139297,9.687821034719468,3.2824637835841592,0
g13-5_00015_2,sweden,17,1,2,0.1176470519031145,50,14,39255.520661624105,24372.103342144317,1726.642857142857,0.8759952682570643,0.434844396473842,2.547412397400126e-05,2.4210848686187316,0.1930666446031319,0.484433113551738,0.5422623413112372,0.0994640815608385,943.6640049696176,2.70805020110221,10.577872840918591,10.101235481234232,3.276167802139316,0
g13-5_00019_11,sweden,14,0,0,0.0,50,14,42412.12205617746,23449.233903942273,1884.642857142857,1.113624286094295,0.4691167057815793,2.357816472077852e-05,2.7990044839574857,0.2402501421258034,0.4453305802651178,0.6191420097925955,0.1426371537952501,944.75722268859,2.70805020110221,10.655213075797247,10.06263574840644,3.201858435800177,0
g13-5_00021_0,sweden,20,0,0,0.0,50,20,49311.36396540342,28944.62700384082,2196.85,0.895782299111762,0.7743021288588311,2.0279301150553866e-05,5.633390309695178,0.1535607802078694,0.4459749000007288,0.492712277055724,0.1625674968181995,1072.1998141206932,3.044522437723423,10.805930118961427,10.27317441818351,3.057734823264716,0
g13-5_00021_14,sweden,9,1,0,0.0,50,8,21211.033504680297,6741.164116887384,942.375,1.1838729470982468,0.1313414634145324,4.714527464083507e-05,3.14164779577663,0.4320201618226297,0.3989810339037596,0.5261489865330842,0.1389301026020668,754.1023741691388,2.1972245773362196,9.962323917771156,8.816136237961006,3.8742229951278424,0
g13-5_00021_6,sweden,12,1,1,0.0833333263888894,50,10,111610.91697317734,71269.02510548026,4958.9,1.1134054881395812,0.8639198606265089,8.959697018163795e-06,2.84188204002585,0.4142854262030207,0.4983670219828629,0.6845765166603803,0.1265732875944998,1589.0014106439794,2.3978952727983707,11.622783106142233,11.174231112754592,2.2985466512707404,2
g13-5_00022_12,sweden,2,0,1,0.499999750000125,50,1,11985.577158506328,11985.577158506328,527.0,0.0,0.0094246830123144,8.343361247370992e-05,3.0952273744278456,0.9999999999165664,0.4961970178793156,0.6229314413440526,0.0,550.9438418471972,0.6931471805599453,9.391542732579193,9.391542732579193,4.435965574378783,1
g13-5_00024_14,sweden,19,0,2,0.1052631523545709,50,17,24086.043833466378,21017.91992312038,1058.8823529411766,0.8044775213972365,0.3154086066720306,4.151781865513783e-05,2.855879242127204,0.2055441364363626,0.4467113434777096,0.5023795550401962,0.1399918797807064,795.0907362564974,2.8903717578961645,10.089429374648804,9.953178259814885,3.74992325053825,0
g13-5_00024_15,sweden,11,0,2,0.1818181652892577,50,9,32199.31823270887,28774.665469339907,1415.5555555555557,0.7607378285500314,0.2232268012333576,3.105655817832579e-05,2.1976971641838827,0.2666405023538679,0.4993679828365519,0.5558198820962548,0.0988293111758134,864.4013534366452,2.302585092994046,10.379731614487044,10.267285359972185,3.4675017857828756,0
g13-5_00026_2,sweden,15,0,2,0.133333324444445,50,13,66502.109568877,50406.31390165518,2923.6153846153848,1.126200863263619,0.6797038467723613,1.503711696488563e-05,2.650041048498221,0.313994790432978,0.4782876191166627,0.6210864126050007,0.1011093731319691,1143.9288491120983,2.6390573296152584,11.10500398598495,10.827891560627325,2.7749058459393483,0
g13-5_00027_15,sweden,11,0,1,0.0909090826446288,50,10,9270.336628571557,6597.29477861534,407.5,0.6885919741723541,0.0718137600450592,0.0001078709479553,2.3099237282005634,0.2380368098133831,0.3980718603678024,0.4243777350056074,0.1093529207493153,564.135933733635,2.3978952727983707,9.13468283679264,8.794566527755581,4.690163217077556,0
g13-5_00027_3,sweden,9,0,0,0.0,50,9,53063.91270347262,38262.43262385293,2332.6666666666665,0.7487974207441231,0.3721284741914287,1.8845199101431204e-05,3.2654104217580695,0.2726016957220166,0.3617399946406807,0.5191036417035384,0.1584362716782995,1344.6087919177614,2.302585092994046,10.879271211107838,10.552249957314094,2.9879621190106613,0
g13-5_00027_8,sweden,2,0,0,0.0,50,2,69542.56096194133,69542.56096194133,3057.0,0.832842656186912,0.1083735110606075,1.437968326389478e-05,1.890976310039883,0.9164213280928548,0.3200335825201856,0.5415017890287387,0.1047496526498943,1453.800852673004,1.0986122886681098,11.149708611641385,11.149708611641385,2.733047369840391,1
g13-5_00028_12,sweden,1,0,0,0.0,50,1,33151.04672820496,33151.04672820496,1461.0,0.0,0.025668956550747,3.016496004390213e-05,2.1899443781836347,0.999999999969835,0.5491799931528895,0.6243589740921544,0.0,870.9559715033203,0.6931471805599453,10.408859735132065,10.408859735132065,3.439294388177596,1
g13-5_00028_9,sweden,21,0,2,0.095238090702948,50,19,54997.80450078927,49823.83673941002,2417.4210526315787,0.8129847697948772,0.8047904401451609,1.8182543995636992e-05,3.535518984657358,0.1660534279678801,0.4469965813736781,0.5683187188161515,0.151928925365475,1213.306493022702,2.995732273553991,10.915066727629084,10.816268868395447,2.9540006985969365,0
g13-5_00030_15,sweden,7,1,1,0.1428571224489825,50,5,41904.46599853303,8895.996419495284,1841.8,1.1115205845857463,0.1637330204109381,2.3863804875361847e-05,2.2626448467099367,0.5987620805704944,0.4340828430104711,0.5242595257022198,0.1151932461388303,1094.290777007698,1.791759469228055,10.64317155082753,9.093469017805132,3.213413126477555,1
g13-5_00031_10,sweden,10,0,1,0.099999990000001,50,9,64684.88052324317,43231.120806200975,2842.8888888888887,0.9572496446367352,0.4509022980399721,1.545956322264448e-05,2.08552750626356,0.3417103103253725,0.3590251743710731,0.4397025624769422,0.1718397127447934,1470.9763294489358,2.302585092994046,11.077298226738957,10.674339035125955,2.8009066592130356,0
g13-5_00031_4,sweden,21,0,1,0.047619045351474,50,20,41381.36902691795,17917.70617660365,1818.75,1.696561181358433,0.6410369378255291,2.4165464398925687e-05,2.922448899203209,0.3979656357383508,0.3893212920655959,0.5260451110013349,0.1697744790800503,1007.7503616058316,3.044522437723423,10.63061020019046,9.793600483956064,3.2254725942176217,0
g13-5_00032_7,sweden,7,0,0,0.0,50,7,79768.86876502134,69903.00150466681,3505.5714285714284,0.7888071029807209,0.4299656574148637,1.253621889692272e-05,2.592551175968292,0.3679041525727956,0.3319086180596342,0.4969688197128757,0.1354932910078466,1793.9795556983267,2.0794415416798357,11.286901127736733,11.154878172715977,2.6053689741960775,2
g13-5_00033_10,sweden,35,0,20,0.5714285551020413,50,15,38222.546157289995,18385.413320091862,1679.8,1.2619810437612855,0.4506143033420998,2.6162568968669577e-05,2.666155294245178,0.3358336309872303,0.3944326877836585,0.4854220542372979,0.1143799050434175,1124.7200808560935,2.772588722239781,10.551206996255516,9.81936726432396,3.3018398846927925,0
g13-5_00033_13,sweden,10,0,0,0.0,50,10,21063.80435294085,15689.200714435254,925.7,0.8634081355718848,0.1655489386053029,4.7474804799714935e-05,2.3574841010574636,0.287674192501605,0.4592398878708382,0.5209550859151486,0.1187570467453398,726.9047185637559,2.3978952727983707,9.955358886591245,9.660791638152283,3.88104417429678,0
g13-5_00033_17,sweden,9,0,1,0.1111110987654334,50,8,47814.30511030436,28855.954410086975,2106.875,0.8955232014225198,0.3005099129936306,2.091424308458428e-05,3.430145679711434,0.3288045090469007,0.4121646428402089,0.5293522511140034,0.1034972705623366,1102.0419090823689,2.1972245773362196,10.77510105782162,10.270106296963185,3.087136794583186,0
g13-5_00034_18,sweden,15,0,0,0.0,50,15,62544.15138770753,20458.15459814767,2748.4,1.3490558235099088,0.7265261525441998,1.5988705223610642e-05,3.966107030334161,0.3154320089260694,0.3642498574568483,0.5740059819162459,0.1566523017794137,1248.5664704092435,2.772588722239781,11.043643997106502,9.926185718913306,2.8325487246345107,0
g13-5_00034_5,sweden,12,0,0,0.0,50,12,62719.51208970745,37728.41761260224,2756.25,0.8884778061126495,0.5880627266903877,1.5944001582288708e-05,1.8795515421602096,0.2778231292513314,0.4446866266924376,0.620270699202124,0.0984099578232696,1401.3099343579495,2.5649493574615367,11.04644381968655,10.538195377180658,2.8299138822424688,2
g13-5_00035_12,sweden,9,0,1,0.1111110987654334,50,8,73408.35807949766,23588.5334313193,3225.625,1.3557462412701442,0.4521481637226683,1.3622427011858052e-05,1.6744438349984565,0.5053284247230303,0.4534095717772542,0.5261195251541063,0.0939914371221768,1204.6698914565209,2.1972245773362196,11.203806700746988,10.068558393966168,2.6825564468271548,2
g13-5_00036_0,sweden,12,0,2,0.1666666527777789,50,10,55619.79116801246,49522.75689741606,2443.9,0.8749534694717548,0.4282134847207244,1.7979211697819405e-05,2.3114150790989396,0.3140063014029298,0.3489218390300117,0.546658298542915,0.0774238941511295,1369.6968817234024,2.3978952727983707,10.926312352210564,10.810207770745238,2.9433442590115266,2
g13-5_00036_3,sweden,21,1,3,0.142857136054422,50,17,40085.20577556913,23555.513847476417,1761.2941176470588,1.2586467209604235,0.5230409111549631,2.4946859586985235e-05,5.747859818991667,0.218823057911642,0.337120764240069,0.5162595631372585,0.169602323834079,1149.3274934709375,2.8903717578961645,10.598787558492877,10.067157657694619,3.2560505844460748,0
g13-5_00037_0,sweden,4,0,0,0.0,50,4,27366.167456961943,26785.84540278105,1202.5,0.6936245147651089,0.0860203515924713,3.654147046945973e-05,2.6283634453563627,0.4821205821161778,0.4180126339128477,0.5253456960759428,0.1418493569482732,841.6081270897675,1.6094379124341003,10.217099305884954,10.19566620281619,3.625446201128016,1
g13-5_00037_1,sweden,5,0,0,0.0,50,5,17596.33376187284,10650.652095908546,773.2,0.8007211142485479,0.0691381869556121,5.6830020021295646e-05,1.5845329595846078,0.4485256078583267,0.5994492319427653,0.5970955795870805,0.0317356889998657,550.8186193535768,1.791759469228055,9.775502678747673,9.273470285483109,4.057508018379571,1
g13-5_00037_5,sweden,17,1,2,0.1176470519031145,50,14,61151.054737160455,43297.31359785923,2687.0,0.8894415026070295,0.6727471073192489,1.635294770134437e-05,2.112169305485496,0.2153756180549347,0.4919318246142774,0.6441646524001133,0.1125281759820788,1136.927193706444,2.70805020110221,11.021118742139684,10.675868966300472,2.8537623882932084,0
